OperatorTerminal,Description,IPAddress,WorkplaceID,BehaviorDescription,OrderStatus,BoPExecution,QG,Kitting,WorkplaceNId,LayoutEnum,Layout,Workplace,OrderType,OrderStatusFilter,ShowToBeActivated,SortingParam,FilterByLine,GridListView,EnableESOnWorkplaceEnter,AutoassignSerialNumber,ClientDef_NId,ShowReworkCompleted,DisplayRejectionReasons,AllowCellManagement,IsMultyOrderSelection,CanChangeWorkplace,DisplayDCOButton,DisplayUndoOperationOT,AutoExitWorkplace,AutoassignWhiteListCheck,ProductionLine,SearchDryingTask,FastDefectOpening,AutoassignChangeWorkplace,SetOrderLocChangeWorkplace,DisplayFixDefectButtons,UseNewDefectUI,UseNewSilhouetteUI,UseMaterialCallFromLineSideUI,CheckLoadingSequence,CheckProcessingSequence,DisplayOrderMeasurement,Id,NodeID
ranggam,ranggam,10.98.25.125,88a648c5-f498-f011-bb23-06f9abf5195b,Order Status + BoP Execution + QG,1,2,4,0,3201_GAC108RH,1,OneColumn,C1,,,false,,false,false,false,false,ranggam,false,false,false,false,true,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,d6083aa4-5796-f111-849f-000c2997d9e5,84a648c5-f498-f011-bb23-06f9abf5195b
diniun,Dini Utia Nurdini PS,10.98.24.246,b6a89354-23e2-f011-8490-000c29eabf5a,Order Status +  QG,1,0,4,0,3201_PSFI0001,1,OneColumn,FI,,,false,,false,false,false,false,diniun,true,false,false,false,false,false,false,false,false,,false,false,false,false,false,true,false,false,false,false,false,dd1bcc1f-bb98-f111-849a-000c29eabf5a,b2a89354-23e2-f011-8490-000c29eabf5a
3201_GAC213RH,3201_GAC213RH,10.98.96.34,9e944924-f098-f011-bb24-06f36d7313c7,BoP Execution,0,2,0,0,3201_GAC213RH,1,OneColumn,3201_EA15_2025 RHD INDO,,,false,,false,false,false,false,3201_GAC213RH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,9390fa0d-f3ba-f011-848c-000c2946f184,9a944924-f098-f011-bb24-06f36d7313c7
3201_G2RX02LH,3201_G2RX02LH,10.98.96.82,b6c97cd6-76aa-f011-848d-000c29e9263e,BoP Execution,0,2,0,0,3201_G2RX02LH,1,OneColumn,RX,,,false,,false,false,false,false,3201_G2RX02LH,false,false,false,false,false,false,false,true,false,,false,false,false,false,false,false,false,false,false,false,false,77d827d5-7cbb-f011-8491-000c29e9263e,b2c97cd6-76aa-f011-848d-000c29e9263e
3201_GAFL02LH,3201_GAFL02LH,10.98.96.20,f57d508a-2699-f011-bb23-068adba823c5,BoP Execution,0,2,0,0,3201_GAFL02LH,1,OneColumn,FL,,,false,,false,false,false,false,3201_GAFL02LH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,da9e8878-c5be-f011-848c-000c2946f184,f17d508a-2699-f011-bb23-068adba823c5
3201_B1UB0904,3201_B1UB0904,10.98.97.10,153ccaed-e2ba-f011-848f-000c29eabf5a,Order Status + BoP Execution + QG,1,2,4,0,3201_B1UB0904,1,OneColumn,UB,,,false,,false,false,false,false,3201_B1UB0904,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,2fce2a55-4ac0-f011-848e-000c295d53d9,113ccaed-e2ba-f011-848f-000c29eabf5a
3201_G2TG0001,3201_G2TG0001,10.98.96.38,b48f419b-3194-f011-bb24-06f36d7313c7,Order Status + BoP Execution + QG,1,2,4,0,3201_G2TG0001,1,OneColumn,TG,,,false,,false,false,false,false,3201_G2TG0001,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,29d77790-06c1-f011-8494-000c2997d9e5,b08f419b-3194-f011-bb24-06f36d7313c7
3201_GAFL12RH,3201_GAFL12RH,10.98.96.23,4ec2a559-b5a5-f011-848a-000c295d53d9,BoP Execution +  QG,0,2,4,0,3201_GAFL12LH,1,OneColumn,FL,,,false,,false,false,false,false,3201_GAFL12RH,false,false,false,false,true,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,d2de650f-32c1-f011-848e-000c295d53d9,4ac2a559-b5a5-f011-848a-000c295d53d9
3201_GADL03RH,3201_GADL03RH,10.98.96.78,f214e7d1-2198-f011-bb23-06f9abf5195b,BoP Execution,0,2,0,0,3201_GADL03LH,1,OneColumn,DL,,,false,,false,false,false,false,3201_GADL03RH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,bedaf267-b3bb-f011-848e-000c295d53d9,ee14e7d1-2198-f011-bb23-06f9abf5195b
3201_GADV0001,3201_GADV0001,10.98.96.39,8fc874e8-88b0-f011-848a-000c2946f184,Order Status + BoP Execution + QG,1,2,4,0,3201_GADV0001,1,OneColumn,DV,,,false,,false,false,false,false,3201_GADV0001,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,true,false,false,false,false,false,21710fe7-03be-f011-848c-000c2946f184,8bc874e8-88b0-f011-848a-000c2946f184
3201_GAFL08LH,3201_GAFL08LH,10.98.96.81,ba50454d-b5a5-f011-8488-000c2946f184,BoP Execution,0,2,0,0,3201_GAFL08LH,1,OneColumn,FL,,,false,,false,false,false,false,3201_GAFL08LH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,d2f96c74-38c4-f011-848c-000c2946f184,b650454d-b5a5-f011-8488-000c2946f184
3201_GAPM02LH,3201_GAPM02LH,10.98.96.68,6b0c42d4-2699-f011-bb23-06f9abf5195b,BoP Execution +  QG,0,2,4,0,3201_GAPM02LH,1,OneColumn,PM,CAR,,false,,false,false,false,false,3201_GAPM02LH,false,false,false,false,true,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,71b9a873-48c4-f011-848f-000c29eabf5a,670c42d4-2699-f011-bb23-06f9abf5195b
3201_GAPPPP01,3201_GAPPPP01,10.98.96.14,557b69d2-d8c8-f011-848f-000c29eabf5a,Order Status + BoP Execution + QG,1,2,4,0,3201_GAPPPP01,1,OneColumn,PP,,,false,,false,false,false,false,3201_GAPPPP01,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,true,false,false,false,false,false,f572a1a7-fdc8-f011-848e-000c295d53d9,517b69d2-d8c8-f011-848f-000c29eabf5a
3201_GAWA0001,3201_GAWA0001,10.98.96.246,f97f4b8f-2699-f011-bb24-06f36d7313c7,Order Status + BoP Execution + QG,1,2,4,0,3201_GAWA0001,1,OneColumn,WA,,,false,,false,false,false,false,3201_GAWA0001,false,false,false,false,true,false,false,false,false,,false,false,false,false,false,true,false,false,false,false,false,eca3da7c-68ca-f011-8494-000c2997d9e5,f57f4b8f-2699-f011-bb24-06f36d7313c7
3201_GAWT0001,3201_GAWT0001,10.98.96.84,afa7afd2-2699-f011-bb24-06f36d7313c7,Order Status + BoP Execution + QG,1,2,4,0,3201_GAWT01QC,1,OneColumn,WT,,,false,,false,false,false,false,3201_GAWT0001,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,true,false,false,false,false,false,20c64bb9-01be-f011-848c-000c2946f184,aba7afd2-2699-f011-bb24-06f36d7313c7
3201_GAFL03RH,3201_GAFL03RH,10.98.96.37,b455eccc-9397-f011-bb23-06f9abf5195b,BoP Execution,0,2,0,0,3201_GAFL03LH,1,OneColumn,FL,,,false,,false,false,false,false,3201_GAFL03RH,false,false,false,false,true,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,c1720eb6-c5be-f011-848e-000c295d53d9,b055eccc-9397-f011-bb23-06f9abf5195b
3201_G2RX03RH,3201_G2RX03RH,10.98.96.28,e24e64e5-76aa-f011-8489-000c2946f184,Order Status + BoP Execution,1,2,0,0,3201_G2RX03RH,1,OneColumn,RX,,,false,,false,false,false,false,3201_G2RX03RH,false,false,,false,false,false,,false,false,,false,false,false,false,false,true,false,false,false,false,false,9fdf226f-02c5-f011-8492-000c29e9263e,de4e64e5-76aa-f011-8489-000c2946f184
3201_B1ML0904,3201_B1ML0904,10.98.97.11,d7ef9eea-e2ba-f011-848f-000c29eabf5a,Order Status + BoP Execution + QG,1,2,4,0,3201_B1ML0904,1,OneColumn,ML,,,false,,false,false,false,false,3201_B1ML0904,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,33ded97a-26d7-f011-8495-000c2997d9e5,d3ef9eea-e2ba-f011-848f-000c29eabf5a
3201_B1MF0401,3201_B1MF0401,10.98.97.14,f6ae16b7-d7be-f011-848c-000c2946f184,Order Status + BoP Execution + QG,1,2,4,0,3201_B1MF0401,1,OneColumn,MF,,,false,,false,false,false,false,3201_B1MF0401,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,e8041bef-27d7-f011-8490-000c29eabf5a,f2ae16b7-d7be-f011-848c-000c2946f184
3201_GAPM01RH,3201_GAPM01RH,10.98.96.116,0cea9c0c-1699-f011-bb23-068adba823c5,BoP Execution +  QG,0,2,4,0,3201_GAPM01LH,1,OneColumn,PM,CAR,,false,,false,false,false,false,3201_GAPM01RH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,f6369ec7-2ac1-f011-848e-000c295d53d9,08ea9c0c-1699-f011-bb23-068adba823c5
3201_PSSR0005,3201_PSSR0005,10.98.97.103,e559440a-72c3-f011-8494-000c2997d9e5,Order Status + BoP Execution + QG,1,2,4,0,3201_PSSR0005,1,OneColumn,SR,,,false,,false,false,false,false,3201_PSSR0005,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,779aa6ac-38e5-f011-848d-000c2946f184,e159440a-72c3-f011-8494-000c2997d9e5
3201_PSESQC03,3201_PSESQC03,10.98.97.104,fc643815-72c3-f011-8492-000c29e9263e,Order Status + BoP Execution + QG,1,2,4,0,3201_PSESQC03,1,OneColumn,ES,CAR,CAR:TP_20,CAR:TP_PS_I,CAR:TP_30,CAR:TP_EC_I,CAR:TP_EC_E,CAR:TP_EC_B,CAR:TP_EC,CAR:TP_EC_SE,CAR:TP_SE_I,CAR:TP_SE_E,CAR:TP_TC_I,CAR:TP_TC_E,CAR:TP_TC_O,CAR:TP_TC,CAR:TP_FI,CAR:TP_TT,CAR:TP_PR,CAR:TP_BT,CAR:TP_PS,false,,false,false,false,false,3201_PSESQC03,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,926016c3-3be5-f011-8495-000c2997d9e5,f8643815-72c3-f011-8492-000c29e9263e
3201_GACAGARP,3201_GACAGARP,10.98.96.241,bd032269-2ce6-f011-848d-000c2946f184,Order Status +  QG,1,0,4,0,3201_GACAGARP,1,OneColumn,CA,,,false,,false,false,false,false,3201_GACAGARP,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,4192b076-b7ea-f011-8495-000c2997d9e5,b9032269-2ce6-f011-848d-000c2946f184
3201_GAAC01QC,3201_GAAC01QC,10.98.96.249,ee4452a6-51b9-f011-848e-000c295d53d9,Order Status + BoP Execution + QG,1,2,4,0,3201_GAAC01QC,1,OneColumn,AC,,,false,,false,false,false,false,3201_GAAC01QC,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,true,false,false,false,false,false,b302b588-871e-f111-8493-000c295d53d9,ea4452a6-51b9-f011-848e-000c295d53d9
roymt,roymt,10.98.24.222,f3f45cc8-64e1-f011-8495-000c2997d9e5,Order Status + BoP Execution + QG,1,2,4,0,3201_PSHO0001,1,OneColumn,HO,,,false,,false,false,false,false,roymt,false,false,false,false,true,false,true,false,false,,false,false,false,false,false,true,false,false,false,false,false,ccb3b64c-c94d-f111-8495-000c295d53d9,eff45cc8-64e1-f011-8495-000c2997d9e5
3201_B1MF0402,3201_B1MF0402,10.98.97.15,b26fe015-9893-f011-bb23-068adba823c5,BoP Execution +  QG,0,2,4,0,3201_B1MF0402,1,OneColumn,MF,,,false,,false,false,false,false,3201_B1MF0402,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,2ce53602-28d7-f011-8490-000c29eabf5a,ae6fe015-9893-f011-bb23-068adba823c5
3201_B1MF0602,3201_B1MF0602,10.98.97.16,aa199a39-9893-f011-bb23-06f9abf5195b,Order Status + BoP Execution + QG,1,2,4,0,3201_B1MF0601,1,OneColumn,MF,,,false,,false,false,false,false,3201_B1MF0602,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,21a32bbf-59d9-f011-8495-000c2997d9e5,a6199a39-9893-f011-bb23-06f9abf5195b
3201_PSDJ0004,3201_PSDJ0004,10.98.97.109,da018518-72c3-f011-8492-000c29e9263e,Order Status + BoP Execution + QG,1,2,4,0,3201_PSDJ0004,1,OneColumn,DJ,,,false,,false,false,false,false,3201_PSDJ0004,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,7f0c0274-5ee5-f011-848d-000c2946f184,d6018518-72c3-f011-8492-000c29e9263e
3201_PSHO0001,3201_PSHO0001,10.98.97.107,f3f45cc8-64e1-f011-8495-000c2997d9e5,Order Status + BoP Execution + QG,1,2,4,0,3201_PSHO0001,1,OneColumn,HO,,,false,,false,false,false,false,3201_PSHO0001,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,7c819611-19e6-f011-8490-000c29eabf5a,eff45cc8-64e1-f011-8495-000c2997d9e5
Hasbullah,Hasbullah,10.98.25.149,2636f83f-f098-f011-bb24-06f36d7313c7,Order Status + BoP Execution + QG,1,2,4,0,3201_GAC216LH,1,OneColumn,3201_VFID BOP VF3,,,false,,false,false,false,false,Hasbullah,false,false,false,false,true,false,true,false,false,,false,false,false,false,false,false,false,false,false,false,false,ad2c5c9b-0850-f111-8494-000c29eabf5a,2236f83f-f098-f011-bb24-06f36d7313c7
3201_GAED02RH,3201_GAED02RH,10.98.96.128,4d55bddc-a39a-f011-bb23-068adba823c5,BoP Execution +  QG,0,2,4,0,3201_GAED02RH,1,OneColumn,ED,,,false,,false,false,false,false,3201_GAED02RH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,6af23a5b-6f64-f111-8494-000c2946f184,4955bddc-a39a-f011-bb23-068adba823c5
asepra,Asep Ridwan Afandy,10.98.25.191,7bb352e3-4594-f011-bb23-06f9abf5195b,Order Status + BoP Execution + QG,1,2,4,0,3201_GAFL01LH,1,OneColumn,FL,,,false,,false,false,false,false,asepra,false,false,false,false,true,false,true,false,false,,false,false,false,false,false,false,false,false,false,false,false,409d5dc2-156e-f111-84a0-000c29e9263e,77b352e3-4594-f011-bb23-06f9abf5195b
muhamadgp,muhamadgp,10.98.24.51,601d7864-bca8-f011-848c-000c29eabf5a,Order Status + BoP Execution + QG,1,2,4,0,3201_GACA01LH,1,OneColumn,CA,,,false,,false,false,false,false,muhamadgp,false,false,false,false,true,false,true,false,false,,false,true,false,false,false,true,true,false,false,false,false,d5f6c430-166e-f111-8498-000c295d53d9,5c1d7864-bca8-f011-848c-000c29eabf5a
3201_PSFIQC03,3201_PSFIQC03,10.98.97.101,89e40c0d-72c3-f011-8494-000c2997d9e5,Order Status + BoP Execution + QG,1,2,4,0,3201_PSFIQC03,1,OneColumn,FI,CAR,CAR:TP_20,CAR:TP_PS_I,CAR:TP_30,CAR:TP_EC_I,CAR:TP_EC_E,CAR:TP_EC_B,CAR:TP_EC,CAR:TP_EC_SE,CAR:TP_SE_I,CAR:TP_SE_E,CAR:TP_TC_I,CAR:TP_TC_E,CAR:TP_TC_O,CAR:TP_TC,CAR:TP_FI,CAR:TP_TT,CAR:TP_PR,CAR:TP_BT,CAR:TP_PS,false,,false,false,false,false,3201_PSFIQC03,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,a1015ba8-f0db-f011-8490-000c29eabf5a,85e40c0d-72c3-f011-8494-000c2997d9e5
3201_PSQC0005,3201_PSQC0005,10.98.97.102,bac0031c-72c3-f011-848c-000c2946f184,Order Status + BoP Execution + QG,1,2,4,0,3201_PSQC0005,1,OneColumn,QC,,,false,,false,false,false,false,3201_PSQC0005,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,b8d8ae4c-2ce5-f011-8490-000c29eabf5a,b6c0031c-72c3-f011-848c-000c2946f184
3201_PSHSQC03,3201_PSHSQC03,10.98.97.106,8adf7112-72c3-f011-848f-000c29eabf5a,Order Status + BoP Execution + QG,1,2,4,0,3201_PSHSQC03,1,OneColumn,HS,,,false,,false,false,false,false,3201_PSHSQC03,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,20ac2f7d-06e6-f011-8490-000c29eabf5a,86df7112-72c3-f011-848f-000c29eabf5a
3201_GAED03RH,3201_GAED03LH,10.98.96.126,2fff93d9-a39a-f011-bb23-06f9abf5195b,Order Status + BoP Execution,1,2,0,0,3201_GAED03LH,1,OneColumn,ED,,,false,,false,false,false,false,3201_GAED03RH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,762c5439-9b64-f111-849c-000c2997d9e5,2bff93d9-a39a-f011-bb23-06f9abf5195b
9000633,Aldi Nurpuadi,10.98.25.119,409f5fe3-3498-f011-bb24-06f36d7313c7,Order Status + BoP Execution + QG,1,2,4,0,3201_GAPM03LH,1,OneColumn,PM,,,false,,false,false,false,false,9000633,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,5d37d027-166e-f111-8497-000c29eabf5a,3c9f5fe3-3498-f011-bb24-06f36d7313c7
faizdkl,faizdkl,10.98.24.202,ba7202bd-2699-f011-bb23-06f9abf5195b,Order Status + BoP Execution + QG,1,2,4,0,3201_GATL01LH,1,OneColumn,3201_VFID BOP VF3,,,false,,false,false,false,false,faizdkl,false,false,false,false,true,false,true,false,false,,false,true,false,false,false,true,true,false,false,false,false,dcc54380-166e-f111-8498-000c295d53d9,b67202bd-2699-f011-bb23-06f9abf5195b
cuonglv15,cuonglv15,10.98.24.140,dbf621bb-b9f5-f011-848e-000c2946f184,Order Status + BoP Execution + QG,1,2,4,0,3201_GAFL17QC,1,OneColumn,FL,,,false,,false,false,false,false,cuonglv15,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,true,false,false,false,false,false,4906db41-176e-f111-849c-000c2997d9e5,d7f621bb-b9f5-f011-848e-000c2946f184
damia,damia,10.98.24.227,dbf621bb-b9f5-f011-848e-000c2946f184,Order Status + BoP Execution + QG,1,2,4,0,3201_GAFL17QC,1,OneColumn,FL,,,false,,false,false,false,false,damia,false,false,false,false,true,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,19928272-176e-f111-84a0-000c29e9263e,d7f621bb-b9f5-f011-848e-000c2946f184
dedem,Dede Maulana,10.98.24.114,8f6fdeae-51b9-f011-848c-000c2946f184,Order Status + BoP Execution + QG,1,2,4,0,3201_GAFL15QC,1,OneColumn,FL,,,false,,false,false,false,false,dedem,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,a7028da3-176e-f111-84a0-000c29e9263e,8b6fdeae-51b9-f011-848c-000c2946f184
devianbp,Devian Bayu Prakoso,10.98.24.105,0e138603-52c7-f011-848f-000c29eabf5a,Order Status + BoP Execution + QG,1,2,4,0,3201_GAT105RH,1,OneColumn,T1,,,false,,false,false,false,false,devianbp,false,false,false,false,true,false,true,false,false,,false,false,false,false,false,false,false,false,false,false,false,2f7c88de-176e-f111-8494-000c2946f184,0a138603-52c7-f011-848f-000c29eabf5a
dimasra,Dimas Rizky Farrabi,10.98.24.47,ad9ece96-c676-f111-8499-000c295d53d9,Order Status + BoP Execution + QG,1,2,4,0,3101_GADL01RH,1,OneColumn,DL,,,false,,false,false,false,false,dimasra,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,7ed37113-186e-f111-8497-000c29eabf5a,a99ece96-c676-f111-8499-000c295d53d9
3201_PSFI0001,3201_PSFI0001,10.98.97.108,b6a89354-23e2-f011-8490-000c29eabf5a,Order Status + BoP Execution + QG,1,2,4,0,3201_PSFI0001,1,OneColumn,FI,,,false,,false,false,false,false,3201_PSFI0001,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,2b6224a4-00ea-f011-848d-000c2946f184,b2a89354-23e2-f011-8490-000c29eabf5a
3201_GAFL17RH,3201_GAFL17RH,10.98.96.64,dbe69483-9ca8-f011-848c-000c29eabf5a,Order Status + BoP Execution + QG,1,2,4,0,3201_GAFL17RH,1,OneColumn,FL,,,false,,false,false,false,false,3201_GAFL17RH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,true,false,false,false,false,false,8c8d5f2e-3839-f111-8499-000c2997d9e5,d7e69483-9ca8-f011-848c-000c29eabf5a
kichpv,kichpv,10.98.25.175,30bd08c9-2699-f011-bb23-06f9abf5195b,Order Status + BoP Execution + QG,1,2,4,0,3201_GAFL11RH,1,OneColumn,FL,,,false,,false,false,false,false,kichpv,false,false,false,false,true,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,3d5baf69-186e-f111-8497-000c29eabf5a,2cbd08c9-2699-f011-bb23-06f9abf5195b
wardhanadf,wardhanadf,10.98.16.103,356ae4c0-09be-f011-8491-000c29e9263e,Order Status + BoP Execution + QG,1,2,4,0,3201_GAT102LH,1,OneColumn,T1,,,false,,false,false,false,false,wardhanadf,false,false,false,false,true,false,false,false,false,,false,false,false,false,false,true,true,false,false,false,false,b39c06f9-196e-f111-849c-000c2997d9e5,316ae4c0-09be-f011-8491-000c29e9263e
yuliardir,yuliardir,10.98.25.141,70347beb-88b0-f011-848c-000c295d53d9,BoP Execution +  QG,0,2,4,0,3201_GAWT0001,1,OneColumn,WT,,,false,,false,false,false,false,yuliardir,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,cb64253f-1a6e-f111-84a0-000c29e9263e,6c347beb-88b0-f011-848c-000c295d53d9
dwiap,dwiap,10.98.23.222,ab931ba7-2699-f011-bb25-0662523cfec5,Order Status + BoP Execution + QG,1,2,4,0,3201_GATL17RH,1,OneColumn,3201_EC1V_2025 RHD INDO,,,false,,false,false,false,false,dwiap,false,false,false,false,true,false,true,false,false,,false,false,false,false,false,true,false,false,false,false,false,234e72cd-c26e-f111-84a1-000c29e9263e,a7931ba7-2699-f011-bb25-0662523cfec5
3201_GAIP02LH,3201_GAIP02LH,10.98.96.24,a8f52f06-1699-f011-bb24-06f36d7313c7,BoP Execution,0,2,0,0,3201_GAIP02LH,1,OneColumn,IP,,,false,,false,false,false,false,3201_GAIP02LH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,4079e84e-fbb9-f011-8491-000c29e9263e,a4f52f06-1699-f011-bb24-06f36d7313c7
amirudin,amirudin,10.98.24.138,f214e7d1-2198-f011-bb23-06f9abf5195b,BoP Execution +  QG,0,2,4,0,3201_GADL03LH,1,OneColumn,DL,,,false,,false,false,false,false,amirudin,false,false,false,false,true,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,04766f67-166e-f111-8498-000c295d53d9,ee14e7d1-2198-f011-bb23-06f9abf5195b
mohamadfa,mohamadfa,10.98.23.202,83b93d3b-d15f-f111-84a0-000c29e9263e,Order Status + BoP Execution + QG,1,2,4,0,3201_GARX05LH,1,OneColumn,RX,,,false,,false,false,false,false,mohamadfa,false,false,false,true,true,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,fe94eedd-166e-f111-8494-000c2946f184,7fb93d3b-d15f-f111-84a0-000c29e9263e
hungpt17,hungpt17,10.98.25.13,f6ae16b7-d7be-f011-848c-000c2946f184,Order Status + BoP Execution + QG,1,2,4,0,3201_B1MF0401,1,OneColumn,MF,,,false,,false,false,false,false,hungpt17,false,false,false,false,true,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,6b55220a-186e-f111-8498-000c295d53d9,f2ae16b7-d7be-f011-848c-000c2946f184
denisrn,denisrn,10.98.24.157,201877f9-1c99-f011-bb23-068adba823c5,BoP Execution,0,2,0,0,3201_GAPM03RH,1,OneColumn,PM,,,false,,false,false,false,false,denisrn,false,false,,false,true,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,ab20ebcf-186e-f111-8497-000c29eabf5a,1c1877f9-1c99-f011-bb23-068adba823c5
sandign,sandign,10.98.25.101,a8f52f06-1699-f011-bb24-06f36d7313c7,Order Status + BoP Execution + QG,1,2,4,0,3201_GAIP02LH,1,OneColumn,IP,,,false,,false,false,false,false,sandign,false,false,false,false,true,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,bd9ecf7d-196e-f111-8494-000c2946f184,a4f52f06-1699-f011-bb24-06f36d7313c7
syahroniir,syahroniir,10.98.24.0,0f17ece4-ed80-f111-84a1-000c29e9263e,Order Status + BoP Execution + QG,1,2,4,0,3201_GACM02RH,1,OneColumn,3201_EA15_2025 RHD INDO,,,false,,false,false,false,false,syahroniir,false,false,false,false,true,false,false,false,false,,false,false,false,false,false,true,true,false,false,false,false,82ad97b7-196e-f111-8498-000c295d53d9,0b17ece4-ed80-f111-84a1-000c29e9263e
achmadlf,achmadlf,10.98.24.133,f3f45cc8-64e1-f011-8495-000c2997d9e5,Order Status + BoP Execution + QG,1,2,4,0,3201_PSHO0001,1,OneColumn,HO,,,false,,false,false,false,false,achmadlf,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,65fcfeca-6f9e-f111-84a4-000c29e9263e,eff45cc8-64e1-f011-8495-000c2997d9e5
endangd,endangd,10.98.25.74,a85db690-6aaa-f011-848c-000c29eabf5a,Order Status + BoP Execution + QG,1,2,4,0,3201_GAFX02LH,1,OneColumn,FX,,,false,,false,false,false,false,endangd,false,false,false,false,true,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,bab39304-176e-f111-8498-000c295d53d9,a45db690-6aaa-f011-848c-000c29eabf5a
3201_G2CS0001,3201_G2CS0001,10.98.96.26,44caac81-da5b-f111-8495-000c295d53d9,Order Status + BoP Execution + QG,1,2,4,0,3201_G2CS0001,1,OneColumn,CS,,,false,,false,false,false,false,3201_G2CS0001,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,dbe19b25-899f-f111-84a0-000c2997d9e5,40caac81-da5b-f111-8495-000c295d53d9
nampv27,nampv27,10.98.24.195,dbf621bb-b9f5-f011-848e-000c2946f184,Order Status + BoP Execution + QG,1,2,4,0,3201_GAFL17QC,1,OneColumn,FL,,,false,,false,false,false,false,nampv27,false,false,false,false,true,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,b2ab614a-196e-f111-849c-000c2997d9e5,d7f621bb-b9f5-f011-848e-000c2946f184
3201_GAT106LH,3201_GAT106LH,10.98.96.141,bbb480d7-35c4-f011-8492-000c29e9263e,BoP Execution +  QG,0,2,4,0,3201_GAT106LH,1,OneColumn,T1,,,false,,false,false,false,false,3201_GAT106LH,false,false,false,false,true,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,176ac6ef-736f-f111-8499-000c295d53d9,b7b480d7-35c4-f011-8492-000c29e9263e
3201_GAT104LH,3201_GAT104LH,10.98.96.142,243057b5-33b9-f011-848c-000c2946f184,BoP Execution +  QG,0,2,4,0,3201_GAT104LH,1,OneColumn,T1,,,false,,false,false,false,false,3201_GAT104LH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,3b391766-746f-f111-8498-000c29eabf5a,203057b5-33b9-f011-848c-000c2946f184
