OperatorTerminal,Description,IPAddress,WorkplaceID,BehaviorDescription,OrderStatus,BoPExecution,QG,Kitting,WorkplaceNId,LayoutEnum,Layout,Workplace,OrderType,OrderStatusFilter,ShowToBeActivated,SortingParam,FilterByLine,GridListView,EnableESOnWorkplaceEnter,AutoassignSerialNumber,ClientDef_NId,ShowReworkCompleted,DisplayRejectionReasons,AllowCellManagement,IsMultyOrderSelection,CanChangeWorkplace,DisplayDCOButton,DisplayUndoOperationOT,AutoExitWorkplace,AutoassignWhiteListCheck,ProductionLine,SearchDryingTask,FastDefectOpening,AutoassignChangeWorkplace,SetOrderLocChangeWorkplace,DisplayFixDefectButtons,UseNewDefectUI,UseNewSilhouetteUI,UseMaterialCallFromLineSideUI,CheckLoadingSequence,CheckProcessingSequence,DisplayOrderMeasurement,Id,NodeID
3201_GAT103RH,3201_GAT103RH,10.98.96.58,31d9f6ce-f1c8-f011-848f-000c29eabf5a,BoP Execution,0,2,0,0,3201_GAT103RH,1,OneColumn,T1,,,false,,false,false,false,false,3201_GAT103RH,false,false,false,false,true,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,7d26487b-766f-f111-8495-000c2946f184,2dd9f6ce-f1c8-f011-848f-000c29eabf5a
3201_GATL00LH,PBS ENTRANCE,10.98.96.18,c54c21e5-3498-f011-bb23-06f9abf5195b,BoP Execution,0,2,0,0,3201_GATL00LH,1,OneColumn,3201_EC1V_2025 RHD INDO,,,false,,false,false,false,false,3201_GATL00LH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,b64ae52b-786f-f111-8499-000c295d53d9,c14c21e5-3498-f011-bb23-06f9abf5195b
3201_GAT101LH,3201_GAT101LH,10.98.96.200,78dbcb70-4fbc-f011-8491-000c29e9263e,BoP Execution,0,2,0,0,3201_GAT101LH,1,OneColumn,T1,,,false,,false,false,false,false,3201_GAT101LH,false,false,false,false,true,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,a591173e-756f-f111-8499-000c295d53d9,74dbcb70-4fbc-f011-8491-000c29e9263e
orlandopt,orlandopt,10.98.25.146,7bb352e3-4594-f011-bb23-06f9abf5195b,Order Status + BoP Execution + QG,1,2,4,0,3201_GAFL01LH,1,OneColumn,FL,,,false,,false,false,false,false,orlandopt,false,false,false,false,true,false,true,false,false,,false,true,false,false,false,true,false,false,false,false,false,91b093c9-1c75-f111-8495-000c2946f184,77b352e3-4594-f011-bb23-06f9abf5195b
namvh19,namvh19,10.98.16.11,601d7864-bca8-f011-848c-000c29eabf5a,Order Status + BoP Execution + QG,1,2,4,0,3201_GACA01LH,1,OneColumn,CA,,,false,,false,false,false,false,namvh19,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,true,true,false,false,false,false,af401bb9-8976-f111-8495-000c2946f184,5c1d7864-bca8-f011-848c-000c29eabf5a
3201_PALDLD01,3201_PALDLD01,10.98.97.17,22f2941d-2c94-f011-bb23-068adba823c5,BoP Execution +  QG,0,2,4,0,3201_PALDLD01,1,OneColumn,LD,,,false,,false,false,false,false,3201_PALDLD01,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,d7b3a352-547d-f111-84a1-000c29e9263e,1ef2941d-2c94-f011-bb23-068adba823c5
3201_GADV0002,3201_GADV0002,10.98.96.165,e0c1b0b9-7161-f111-8497-000c29eabf5a,Order Status + BoP Execution + QG,1,2,4,0,3201_GADV0002,1,OneColumn,DV,,,false,,false,false,false,false,3201_GADV0002,false,false,false,false,true,false,false,false,false,,false,false,false,false,false,true,false,false,false,false,false,23c7442a-5d7f-f111-84a1-000c29e9263e,dcc1b0b9-7161-f111-8497-000c29eabf5a
3201_GAT105LH,3201_GAT105LH,10.98.96.168,cedc8fdd-35c4-f011-8494-000c2997d9e5,BoP Execution,0,2,0,0,3201_GAT105LH,1,OneColumn,T1,,,false,,false,false,false,false,3201_GAT105LH,false,false,,false,true,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,b1b2cec9-ac84-f111-84a1-000c29e9263e,cadc8fdd-35c4-f011-8494-000c2997d9e5
3201_GAAC0002,3201_GAAC0002,10.98.96.156,22286ee4-7261-f111-8494-000c2946f184,Order Status + BoP Execution + QG,1,2,4,0,3201_GAAC0002,1,OneColumn,AC,,,false,,false,false,false,false,3201_GAAC0002,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,true,false,false,false,false,false,0d5637d9-b684-f111-84a1-000c29e9263e,1e286ee4-7261-f111-8494-000c2946f184
3201_GAT106RH,3201_GAT106RH,10.98.96.130,70c74664-10e6-f011-8490-000c29eabf5a,BoP Execution +  QG,0,2,4,0,3201_GAT106RH,1,OneColumn,T1,,,false,,false,false,false,false,3201_GAT106RH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,2215850f-d084-f111-849d-000c2997d9e5,6cc74664-10e6-f011-8490-000c29eabf5a
juliardi,juliardi,10.98.24.129,8021d370-d15f-f111-8497-000c29eabf5a,Order Status + BoP Execution + QG,1,2,4,0,3201_GAFX04LH,1,OneColumn,FX,,,false,,false,false,false,false,juliardi,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,8d8f1b05-2c85-f111-849d-000c2997d9e5,7c21d370-d15f-f111-8497-000c29eabf5a
tiyasn,tiyasn,10.98.25.142,110ccd12-f098-f011-bb25-0662523cfec5,Order Status + BoP Execution + QG,1,2,4,0,3201_GAC109LH,1,OneColumn,C1,,,false,,false,false,false,false,tiyasn,false,false,false,false,true,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,a02878c6-2d85-f111-84a1-000c29e9263e,0d0ccd12-f098-f011-bb25-0662523cfec5
3201_GAT109RH,3201_GAT109RH,10.98.96.71,a7d3b200-20c5-f011-848e-000c295d53d9,BoP Execution +  QG,0,2,4,0,3201_GAT109RH,1,OneColumn,T1,,,false,,false,false,false,false,3201_GAT109RH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,35105652-6f85-f111-8498-000c29eabf5a,a3d3b200-20c5-f011-848e-000c295d53d9
3201_GAT108RH,3201_GAT108RH,10.98.96.154,e469edb1-2bc1-f011-8494-000c2997d9e5,BoP Execution +  QG,0,2,4,0,3201_GAT108RH,1,OneColumn,3201_VFID BOP VF3,,,false,,false,false,false,false,3201_GAT108RH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,4b09ce31-7385-f111-8499-000c295d53d9,e069edb1-2bc1-f011-8494-000c2997d9e5
3201_GAT107RH,3201_GAT107RH,10.98.96.120,367f74da-35c4-f011-8492-000c29e9263e,BoP Execution +  QG,0,2,4,0,3201_GAT107RH,1,OneColumn,T1,,,false,,false,false,false,false,3201_GAT107RH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,ba339f6f-7785-f111-8499-000c295d53d9,327f74da-35c4-f011-8492-000c29e9263e
server 14,server 14,10.99.18.14,e469edb1-2bc1-f011-8494-000c2997d9e5,Order Status + BoP Execution + QG,1,2,4,0,3201_GAT108RH,1,OneColumn,3201_VFID BOP VF3,,,false,,false,false,false,false,server 14,false,false,false,false,true,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,573d666e-c888-f111-8498-000c29eabf5a,e069edb1-2bc1-f011-8494-000c2997d9e5
bangpl,bangpl,10.99.18.15,10c56bae-2bc1-f011-8494-000c2997d9e5,Order Status + BoP Execution + QG,1,2,4,0,3201_GAT108LH,1,OneColumn,T1,,,false,,false,false,false,false,bangpl,false,false,false,false,true,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,a5f2eb57-a189-f111-84a1-000c29e9263e,0cc56bae-2bc1-f011-8494-000c2997d9e5
3201_GAFL18QC,3201_GAFL18QC,10.98.23.227,89b78fb4-51b9-f011-8491-000c29e9263e,Order Status + BoP Execution + QG,1,2,4,0,3201_GAFL18QC,1,OneColumn,FL,,,false,,false,false,false,false,3201_GAFL18QC,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,true,false,false,false,false,false,46508e78-2e8a-f111-84a1-000c29e9263e,85b78fb4-51b9-f011-8491-000c29e9263e
3201_GAFL19QC,3201_GAFL19QC,10.98.96.113,60b24ec2-b9f5-f011-8491-000c29eabf5a,Order Status + BoP Execution + QG,1,2,4,0,3201_GAFL19QC,1,OneColumn,FL,,,false,,false,false,false,false,3201_GAFL19QC,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,true,false,false,false,false,false,45e6032e-aa8c-f111-8498-000c29eabf5a,5cb24ec2-b9f5-f011-8491-000c29eabf5a
3201_GAT104RH,3201_GAT104RH,10.98.96.138,ab818400-52c7-f011-8494-000c2997d9e5,BoP Execution,0,2,0,0,3201_GAT104RH,1,OneColumn,T1,,,false,,false,false,false,false,3201_GAT104RH,false,false,false,false,true,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,ff60f250-766f-f111-849d-000c2997d9e5,a7818400-52c7-f011-8494-000c2997d9e5
3201_GAT100LH,3201_GAT100LH,10.98.96.117,6495f47d-1384-f111-84a1-000c29e9263e,Order Status + BoP Execution + QG,1,2,4,0,3201_GAT100LH,1,OneColumn,T1,,,false,,false,false,false,false,3201_GAT100LH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,1547e573-d584-f111-8498-000c29eabf5a,6095f47d-1384-f111-84a1-000c29e9263e
3201_GAPPP02,3201_GAPPP02,10.98.96.60,557b69d2-d8c8-f011-848f-000c29eabf5a,Order Status + BoP Execution + QG,1,2,4,0,3201_GAPPPP01,1,OneColumn,PP,,,false,,false,false,false,false,3201_GAPPP02,false,false,,false,false,false,,false,false,,false,false,false,false,false,true,false,false,false,false,false,4f61dfed-258b-f111-849d-000c2997d9e5,517b69d2-d8c8-f011-848f-000c29eabf5a
3201_PSPT0001,Andon with OT 3201_PSPT0001,10.98.99.131,143c59bc-a093-f011-bb23-06f9abf5195b,Order Status + BoP Execution + QG,1,2,4,0,3201_PSPT0001,1,OneColumn,PT,,,false,,false,false,false,false,3201_PSPT0001,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,d3e1ee88-8f34-f111-8494-000c29eabf5a,103c59bc-a093-f011-bb23-06f9abf5195b
3201_GAED03LH,3201_GAED03RH,10.98.96.129,a51f8f76-a29a-f011-bb23-06f9abf5195b,BoP Execution +  QG,0,2,4,0,3201_GAED03RH,1,OneColumn,ED,,,false,,false,false,false,false,3201_GAED03LH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,d75f2465-9034-f111-8491-000c2946f184,a11f8f76-a29a-f011-bb23-06f9abf5195b
andikaa,andikaa,10.98.25.187,48b15002-6bb4-f011-848e-000c29eabf5a,Order Status + BoP Execution + QG,1,2,4,0,3201_GAT213LH,1,OneColumn,T2,,,false,,false,false,false,false,andikaa,false,false,false,false,true,false,true,false,false,,false,false,false,false,false,true,false,false,false,false,false,9e509334-c94d-f111-8494-000c29eabf5a,44b15002-6bb4-f011-848e-000c29eabf5a
luckytosw,Luckyto Septian War,10.98.24.223,2efa4734-f098-f011-bb23-06f9abf5195b,Order Status + BoP Execution + QG,1,2,4,0,3201_GAC210LH,1,OneColumn,3201_EA15_2025 RHD INDO,,,false,,false,false,false,false,luckytosw,false,false,false,false,true,false,true,false,false,,false,false,false,true,false,true,true,false,false,false,false,4be3099c-5f5a-f111-8491-000c2946f184,2afa4734-f098-f011-bb23-06f9abf5195b
3201_GAED02LH,3201_GAED02LH,10.98.96.133,172b42db-a39a-f011-bb23-068adba823c5,BoP Execution +  QG,0,2,4,0,3201_GAED02LH,1,OneColumn,ED,,,false,,false,false,false,false,3201_GAED02LH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,8a3aea04-7064-f111-8498-000c295d53d9,132b42db-a39a-f011-bb23-068adba823c5
3201_GAED01LH,3201_GAED01LH,10.98.96.131,3869b67f-a29a-f011-bb23-068adba823c5,BoP Execution +  QG,0,2,4,0,3201_GAED01LH,1,OneColumn,ED,,,false,,false,false,false,false,3201_GAED01LH,false,false,,false,true,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,0be47c2f-7064-f111-8497-000c29eabf5a,3469b67f-a29a-f011-bb23-068adba823c5
3201_GAWA0002,3201_GAWA0002,10.98.96.162,a392df6b-2d8b-f111-84a1-000c29e9263e,Order Status + BoP Execution + QG,1,2,4,0,3201_GAW101WA,1,OneColumn,W1,,,false,,false,false,false,false,3201_GAWA0002,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,true,false,false,false,false,false,838ec29d-607f-f111-84a1-000c29e9263e,9f92df6b-2d8b-f111-84a1-000c29e9263e
3201_GAT107LH,3201_GAT107LH,10.98.96.122,e7d81ec1-4bbc-f011-848f-000c29eabf5a,BoP Execution +  QG,0,2,4,0,3201_GAT107LH,1,OneColumn,T1,,,false,,false,false,false,false,3201_GAT107LH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,1fe6dc6b-ac84-f111-84a1-000c29e9263e,e3d81ec1-4bbc-f011-848f-000c29eabf5a
3201_GAT108LH,3201_GAT108LH,10.98.96.140,10c56bae-2bc1-f011-8494-000c2997d9e5,BoP Execution +  QG,0,2,4,0,3201_GAT108LH,1,OneColumn,T1,,,false,,false,false,false,false,3201_GAT108LH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,e89f6043-d384-f111-8498-000c29eabf5a,0cc56bae-2bc1-f011-8494-000c2997d9e5
3201_GAT211RH,3201_GAT211RH,10.98.96.109,cb7a3daa-ffcf-f011-8492-000c29e9263e,BoP Execution,0,2,0,0,3201_GAT211RH,1,OneColumn,3201_EC1V_2025 RHD INDO,,,false,,false,false,false,false,3201_GAT211RH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,1a599e36-348e-f111-8497-000c2946f184,c77a3daa-ffcf-f011-8492-000c29e9263e
3201_GAT212RH,3201_GAT212RH,10.98.96.158,b3800c57-03c5-f011-8492-000c29e9263e,Order Status + BoP Execution + QG,1,2,4,0,3201_GAT212RH,1,OneColumn,3201_VFID BOP VF3,,,false,,false,false,false,false,3201_GAT212RH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,136430d2-378e-f111-849a-000c29eabf5a,af800c57-03c5-f011-8492-000c29e9263e
3201_GAT213LH,3201_GAT213LH,10.98.96.157,48b15002-6bb4-f011-848e-000c29eabf5a,BoP Execution,0,2,0,0,3201_GAT213LH,1,OneColumn,T2,,,false,,false,false,false,false,3201_GAT213LH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,a3ed9611-388e-f111-84a3-000c29e9263e,44b15002-6bb4-f011-848e-000c29eabf5a
3201_GAT215LH,3201_GAT215LH,10.98.96.67,bb05d8d1-00c1-f011-848c-000c2946f184,BoP Execution,0,2,0,0,3201_GAT215LH,1,OneColumn,3201_EC1V_2025 RHD INDO,,,false,,false,false,false,false,3201_GAT215LH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,d2e702a5-388e-f111-8497-000c2946f184,b705d8d1-00c1-f011-848c-000c2946f184
3201_GAT216LH,3201_GAT216LH,10.98.96.110,00eaae17-6eaa-f011-8491-000c2997d9e5,BoP Execution,0,2,0,0,3201_GAT216LH,1,OneColumn,T2,,,false,,false,false,false,false,3201_GAT216LH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,b474b135-398e-f111-8497-000c2946f184,fce9ae17-6eaa-f011-8491-000c2997d9e5
3201_GAT220LH,3201_GAT220LH,10.98.96.49,509aec1a-6eaa-f011-8491-000c2997d9e5,BoP Execution,0,2,0,0,3201_GAT220LH,1,OneColumn,3201_VFID BOP VF3,,,false,,false,false,false,false,3201_GAT220LH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,c735935e-3a8e-f111-84a3-000c29e9263e,4c9aec1a-6eaa-f011-8491-000c2997d9e5
3201_GAT222RH,3201_GAT222RH,10.98.96.17,ee5b6e8c-6140-f111-849d-000c29e9263e,BoP Execution,0,2,0,0,3201_GAT222RH,1,OneColumn,T2,,,false,,false,false,false,false,3201_GAT222RH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,485bb12a-3b8e-f111-849f-000c2997d9e5,ea5b6e8c-6140-f111-849d-000c29e9263e
3201_GAT223RH,3201_GAT223RH,10.98.96.115,020d1d89-6140-f111-8499-000c2997d9e5,BoP Execution,0,2,0,0,3201_GAT223RH,1,OneColumn,3201_VFID BOP VF3,,,false,,false,false,false,false,3201_GAT223RH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,fc869e02-3c8e-f111-8497-000c2946f184,fe0c1d89-6140-f111-8499-000c2997d9e5
3201_GAT224RH,3201_GAT224RH,10.98.96.30,6b9b18e4-4d44-f111-849d-000c29e9263e,BoP Execution,0,2,0,0,3201_GAT224RH,1,OneColumn,3201_EC1V_2025 RHD INDO,,,false,,false,false,false,false,3201_GAT224RH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,f54a3a2d-3c8e-f111-8497-000c2946f184,679b18e4-4d44-f111-849d-000c29e9263e
3201_GAC109RH,3201_GAC109RH,10.98.96.127,e6845d20-f098-f011-bb25-0662523cfec5,BoP Execution +  QG,0,2,4,0,3201_GAC109RH,1,OneColumn,C1,,,false,,false,false,false,false,3201_GAC109RH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,56e8fa41-2c75-f111-84a1-000c29e9263e,e2845d20-f098-f011-bb25-0662523cfec5
3201_GAT110LH,3201_GAT110LH,10.98.96.139,fb8ef493-75bc-f011-848c-000c2946f184,BoP Execution +  QG,0,2,4,0,3201_GAT110LH,1,OneColumn,T1,,,false,,false,false,false,false,3201_GAT110LH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,76a3a73e-d184-f111-8495-000c2946f184,f78ef493-75bc-f011-848c-000c2946f184
3201_GAT212LH,3201_GAT212LH,10.98.96.169,9e2bce53-03c5-f011-848f-000c29eabf5a,BoP Execution,0,2,0,0,3201_GAT212LH,1,OneColumn,T2,,,false,,false,false,false,false,3201_GAT212LH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,6908805d-378e-f111-84a3-000c29e9263e,9a2bce53-03c5-f011-848f-000c29eabf5a
3201_GAT214RH,3201_GAT214RH,10.98.96.136,736b1c1c-06b3-f011-848f-000c29e9263e,BoP Execution,0,2,0,0,3201_GAT214RH,1,OneColumn,T2,,,false,,false,false,false,false,3201_GAT214RH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,a730b66e-388e-f111-849f-000c2997d9e5,6f6b1c1c-06b3-f011-848f-000c29e9263e
3201_GAT215RH,3201_GAT215RH,10.98.96.146,6a84362f-14c5-f011-8492-000c29e9263e,BoP Execution,0,2,0,0,3201_GAT215RH,1,OneColumn,3201_VFID BOP VF3,,,false,,false,false,false,false,3201_GAT215RH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,5f920ae5-388e-f111-849b-000c295d53d9,6684362f-14c5-f011-8492-000c29e9263e
3201_GAT216RH,3201_GAT216RH,10.98.96.50,ae4b7da2-75bc-f011-8494-000c2997d9e5,BoP Execution,0,2,0,0,3201_GAT216RH,1,OneColumn,T2,,,false,,false,false,false,false,3201_GAT216RH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,62e5c359-398e-f111-849b-000c295d53d9,aa4b7da2-75bc-f011-8494-000c2997d9e5
3201_GAT217LH,3201_GAT217LH,10.98.96.191,80217a5f-76bc-f011-8491-000c29e9263e,BoP Execution,0,2,0,0,3201_GAT217LH,1,OneColumn,T2,,,false,,false,false,false,false,3201_GAT217LH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,ba574690-398e-f111-849b-000c295d53d9,7c217a5f-76bc-f011-8491-000c29e9263e
3201_GAT219LH,3201_GAT219LH,10.98.96.187,6b263043-7cce-f011-848c-000c2946f184,BoP Execution,0,2,0,0,3201_GAT219LH,1,OneColumn,3201_VFID BOP VF3,,,false,,false,false,false,false,3201_GAT219LH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,b92aef32-3a8e-f111-84a3-000c29e9263e,67263043-7cce-f011-848c-000c2946f184
3201_GAT220RH,3201_GAT220RH,10.98.96.108,d330bcaa-06cc-f011-848c-000c2946f184,BoP Execution,0,2,0,0,3201_GAT220RH,1,OneColumn,3201_EC1V_2025 RHD INDO,,,false,,false,false,false,false,3201_GAT220RH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,b23f3883-3a8e-f111-849a-000c29eabf5a,cf30bcaa-06cc-f011-848c-000c2946f184
3201_GAT221RH,3201_GAT221RH,10.98.96.33,a5662a6d-6140-f111-8499-000c2997d9e5,BoP Execution,0,2,0,0,3201_GAT221RH,1,OneColumn,T2,,,false,,false,false,false,false,3201_GAT221RH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,beca61d5-3a8e-f111-849f-000c2997d9e5,a1662a6d-6140-f111-8499-000c2997d9e5
3201_GAT225RH,3201_GAT225RH,10.98.96.2,136d1dd0-d15f-f111-84a0-000c29e9263e,BoP Execution,0,2,0,0,3201_GAT225RH,1,OneColumn,T2,,,false,,false,false,false,false,3201_GAT225RH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,9091c06d-3c8e-f111-849b-000c295d53d9,0f6d1dd0-d15f-f111-84a0-000c29e9263e
3201_GAT227RH,3201_GAT227RH,10.98.96.118,bd8d3570-6140-f111-849d-000c29e9263e,BoP Execution,0,2,0,0,3201_GAT227RH,1,OneColumn,3201_VFID BOP VF3,,,false,,false,false,false,false,3201_GAT227RH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,e6a800d8-3d8e-f111-84a3-000c29e9263e,b98d3570-6140-f111-849d-000c29e9263e
3201_GAT105RH,3201_GAT105RH,10.98.96.171,0e138603-52c7-f011-848f-000c29eabf5a,BoP Execution,0,2,0,0,3201_GAT105RH,1,OneColumn,T1,,,false,,false,false,false,false,3201_GAT105RH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,a588efb3-4a8e-f111-84a3-000c29e9263e,0a138603-52c7-f011-848f-000c29eabf5a
3201_GAT109LH,3201_GAT109LH,10.98.96.137,183f2100-20c5-f011-848c-000c2946f184,BoP Execution +  QG,0,2,4,0,3201_GAT109LH,1,OneColumn,T1,,,false,,false,false,false,false,3201_GAT109LH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,9cf7e4fb-d284-f111-849d-000c2997d9e5,143f2100-20c5-f011-848c-000c2946f184
3201_GAT213RH,3201_GAT213RH,10.98.96.224,fc407f9f-75bc-f011-8491-000c29e9263e,BoP Execution,0,2,0,0,3201_GAT213RH,1,OneColumn,T2,,,false,,false,false,false,false,3201_GAT213RH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,93b2d345-388e-f111-849f-000c2997d9e5,f8407f9f-75bc-f011-8491-000c29e9263e
3201_GADL04LH,3201_GADL04LH,10.98.96.10,64a3ac76-eb99-f011-bb23-06f9abf5195b,BoP Execution,0,2,0,0,3201_GADL04LH,1,OneColumn,DL,,,false,,false,false,false,false,3201_GADL04LH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,d2814048-528e-f111-849b-000c295d53d9,60a3ac76-eb99-f011-bb23-06f9abf5195b
3201_GAT101RH,3201_GAT101RH,10.98.96.152,e9b8a773-4fbc-f011-848c-000c2946f184,Order Status + BoP Execution,1,2,0,0,3201_GAT101RH,1,OneColumn,T1,,,false,,false,false,false,false,3201_GAT101RH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,36be2d62-538e-f111-8497-000c2946f184,e5b8a773-4fbc-f011-848c-000c2946f184
3201_GADL04RH,3201_GADL04RH,10.98.96.41,fd511d78-eb99-f011-bb23-06f9abf5195b,BoP Execution,0,2,0,0,3201_GADL04RH,1,OneColumn,DL,,,false,,false,false,false,false,3201_GADL04RH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,dccc1339-548e-f111-849f-000c2997d9e5,f9511d78-eb99-f011-bb23-06f9abf5195b
3201_GADL05RH,3201_GADL05RH,10.98.96.144,e1caa482-eb99-f011-bb23-06f9abf5195b,BoP Execution,0,2,0,0,3201_GADL05RH,1,OneColumn,DL,,,false,,false,false,false,false,3201_GADL05RH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,500a8dee-568e-f111-849f-000c2997d9e5,ddcaa482-eb99-f011-bb23-06f9abf5195b
3201_GADL05LH,3201_GADL05LH,10.98.96.172,74943e7a-eb99-f011-bb23-068adba823c5,BoP Execution,0,2,0,0,3201_GADL05LH,1,OneColumn,DL,,,false,,false,false,false,false,3201_GADL05LH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,3ea6315e-578e-f111-8497-000c2946f184,70943e7a-eb99-f011-bb23-068adba823c5
3201_GADL07LH,3201_GADL07LH,10.98.96.153,7bbce17f-eb99-f011-bb24-06f36d7313c7,Order Status + BoP Execution + QG,1,2,4,0,3201_GADL07LH,1,OneColumn,DL,,,false,,false,false,false,false,3201_GADL07LH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,true,false,false,false,false,false,912771fc-588e-f111-849f-000c2997d9e5,77bce17f-eb99-f011-bb24-06f36d7313c7
3201_GAT224LH,3201_GAT224RH,10.98.96.103,051c9585-6140-f111-849d-000c29e9263e,BoP Execution,0,2,0,0,3201_GAT224LH,1,OneColumn,T2,,,false,,false,false,false,false,3201_GAT224LH,false,false,,false,false,false,,false,false,,false,false,false,false,false,false,false,false,false,false,false,3064008c-1a8f-f111-849b-000c295d53d9,011c9585-6140-f111-849d-000c29e9263e
3201_GAT217RH,3201_GAT217RH,10.98.96.16,d31841cd-3ecb-f011-848c-000c2946f184,BoP Execution,0,2,0,0,3201_GAT217RH,1,OneColumn,3201_VFID BOP VF3,,,false,,false,false,false,false,3201_GAT217RH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,5d292d39-318f-f111-84a3-000c29e9263e,cf1841cd-3ecb-f011-848c-000c2946f184
3201_GAT219RH,3201_GAT219RH,10.98.96.143,e89f1a3f-7cce-f011-848c-000c2946f184,BoP Execution,0,2,0,0,3201_GAT219RH,1,OneColumn,3201_VFID BOP VF3,,,false,,false,false,false,false,3201_GAT219RH,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,false,false,false,false,false,false,d02d5e03-328f-f111-84a3-000c29e9263e,e49f1a3f-7cce-f011-848c-000c2946f184
3201_GAT226QC,3201_GAT226QC,10.98.96.105,f23c3fd7-0a8f-f111-84a3-000c29e9263e,BoP Execution +  QG,0,2,4,0,3201_GAT226QC,1,OneColumn,T2,,,false,,false,false,false,false,3201_GAT226QC,false,false,false,false,false,false,false,false,false,,false,false,false,false,false,true,false,false,false,false,false,92052910-a98f-f111-84a3-000c29e9263e,ee3c3fd7-0a8f-f111-84a3-000c29e9263e
